"status_id","screen_name","text"
"832421505778618368","lopezobrador_","Josefina Vázquez Mota debe informar qué hizo con los mil millones de pesos que le autorizó EPN. Basta de corrupción e hipocresía PRIANISTA."
"833130565087985664","lopezobrador_","Ya ni la burla perdonan: bajaron 2 centavos la gasolina. En Guatemala no hay petróleo y es más barata la gasolina que en México. Corruptos."
"833501308548177921","lopezobrador_","Martín Moreno no votará por mí. Comprendo. Es un mal escritor dedicado a explotar la ignorancia y el conservadurismo de la sociedad. Gracias"
"833895239211364357","lopezobrador_","En Chicago dije que iremos a Nueva York (ONU) y a Washington (CIDH) el 14 y 15 de marzo a denunciar órdenes-Trump https://t.co/nTeKURAIzv"
"834183763923841024","lopezobrador_","Entérate y apoya con tu firma la denuncia contra las órdenes de Donald Trump https://t.co/FEICSPQ4pn"
"834565985583525888","lopezobrador_","Qué república ni qué ocho cuartos, es la monarquía de la moronga azul. Corrupta e hipócrita. https://t.co/jYqIi4dFL8"
"835297483521564672","lopezobrador_","Salieron a defender a Yunes Linares, Calderón, su esposa, Anaya, el del PRI y una cosa que se llama FEPADE, en fin, toda la maleantada."
"835903628388990976","lopezobrador_","En 2010, la trasnacional Odebrecht entregó sobornos para operar una planta petroquímica en México. Debe investigarse a Calderón y socios."
"836417496420925440","lopezobrador_","Calderón dice donará su sueldo como expresidente, es el 8% de lo que recibe de pensión. De 54.2 mdp costará mantenerlo 50.8 millones al año https://t.co/mg25pNGIgE"
"836745914022682624","lopezobrador_","¡Las pensiones de los expresidentes de México no las tiene ni Obama! https://t.co/znYBYtIRQ2"
"837128556148711424","lopezobrador_","Les comparto la alegría del pueblo de Valle de Chalco. https://t.co/fl2vQVxWSx"
"837507963510194177","lopezobrador_","Aún cuando la PGR está al servicio del PRIAN, se presentará denuncia contra Josefina Vázquez Mota, por los mil millones que le autorizó EPN."
"837785090579050497","lopezobrador_","Pronto se terminará con los privilegios de los pequeños faraones del PRIAN. https://t.co/XsT6GER1fv"
"837848651301007360","lopezobrador_","Estuvimos con la maestra Delfina en Atlacomulco. Nada tiene que ver este pueblo humilde y trabajador con el grupo corrupto de ese nombre. https://t.co/MZjVM9bD3r"
"838230622212497408","lopezobrador_","Nos atacan porque MORENA está en primer lugar en las encuestas y, como dice la canción de Amaury, ""no lo van a impedir"", triunfaremos."
"838437747299790848","lopezobrador_","Estamos en contra de los políticos corruptos y de los traficantes de influencias, no de los empresarios honestos. https://t.co/iZo6jMCIxV"
"839161116097933312","lopezobrador_","Lamento el fallecimiento de Jesús Silva-Herzog. Lo recuerdo bien, hijo del gran don Jesús, inteligente, honrado y con sentido del humor."
"839492062324146178","lopezobrador_","Apoya firmando la denuncia contra el muro y la persecución de migrantes. Llena el formato que encontrarás en la liga https://t.co/FEICSQ7FNX"
"839626153707069440","lopezobrador_","Les comparto la entrevista que me hicieron en Imagen Noticias con motivo del Día de la Mujer https://t.co/bgcBIBOH9N"
"839960581104766976","lopezobrador_","Yunes impuso a su hijo de candidato del PAN en Veracruz y en Pánuco al que fue contralor de Duarte y el gran corrupto quiere debatir: ¡safo!"
"840385543770849280","lopezobrador_","En Veracruz, Yunes, en vez de aplicar un plan de austeridad, en solo tres meses ha aumentado la deuda que dejó Duarte en 7 mil 500 mdp. https://t.co/s4bIqoWc8y"
"840746742203219968","lopezobrador_","Llevamos 3 días en Veracruz, visitando 9 municipios. A la par, estamos avisando a familiares de migrantes que el lunes estaremos en New York https://t.co/64JMRY37s0"
"840996972752441352","lopezobrador_","Apoyemos con nuestra firma la denuncia en defensa de nuestros paisanos migrantes https://t.co/FEICSQ7FNX https://t.co/aKyGiq0nHd"
"841296221704609792","lopezobrador_","Como decía Zapata: ""el que no tenga miedo, que pase a firmar"". https://t.co/w14XmDBAfP"
"841353621799337984","lopezobrador_","Según Reforma, Yunes, el gobernador corrupto de Veracruz, es un justiciero y nosotros malvados. ¿Vale más ser cómplice que decir la verdad?"
"841477203971911680","lopezobrador_","Gracias: rebasamos las 10 mil firmas en favor de migrantes. Si lo permite la nieve anunciada, la mafia y los provocadores, mañana a la ONU."
"841706394780868610","lopezobrador_","Por la nieve cerraron oficinas de la ONU, de todas maneras dejaremos al comisionado de Derechos Humanos un escrito en defensa de migrantes. https://t.co/lFloSK5TlF"
"842132700924338177","lopezobrador_","Salimos de Washington a México.Cumplimos con la denuncia ante la CIDH.En NY se entregó carta a comisionado de la ONU https://t.co/LH7dKHSP5y"
"842539760941903873","lopezobrador_","Se retracta el de Proceso sin dejar de editorializar. Supone que el cállate es parte de ""el acento del aludido"". Paladines de la objetividad"
"842575534756311040","lopezobrador_","Está de moda provocarnos, ahora es Chong el que se sube al ring. ¿Qué les pasa, por qué tanto nerviosismo? Ya no vean encuestas. Serénense."
"843197632180899840","lopezobrador_","En Oaxaca firmamos el Acuerdo de Unidad por la Prosperidad del Pueblo y el Renacimiento de México y conmemoramos la expropiación petrolera https://t.co/FTibBcfHn0"
"843623406549549056","lopezobrador_","Respeto a las Fuerzas Armadas; los soldados son pueblo uniformado, cuando triunfemos no se utilizará al Ejército para reprimir al pueblo."
